,fighter,date,rating,rating_deviation,volatility,weight,stance,dob,all_time_min,sig_str_pct_norm,td_pct_norm,sub_att_norm,rev_norm,sig_str_landed_norm,sig_str_attempted_norm,total_str_landed_norm,total_str_attempted_norm,td_landed_norm,td_attempted_norm,head_landed_norm,head_attempted_norm,body_landed_norm,body_attempted_norm,leg_landed_norm,leg_attempted_norm,distance_landed_norm,distance_attempted_norm,clinch_landed_norm,clinch_attempted_norm,ground_landed_norm,ground_attempted_norm,ctrl_secs_norm,wins,losses,reach_z,height_inches_z,stance_Orthodox,stance_Southpaw,stance_Switch,stance_nan,age
10,AJ Fletcher,2022-08-20,1538.0085592236376,237.48703307946278,0.059999999975475136,170.0,Switch,1997-02-18,17.4,54.24137931034483,63.793103448275865,1.7241379310344829,1.7241379310344829,30.689655172413797,57.37931034482759,76.37931034482759,109.3793103448276,3.586206896551724,5.448275862068966,18.93103448275862,43.62068965517242,1.8620689655172415,3.724137931034483,9.89655172413793,10.03448275862069,26.827586206896555,51.51724137931035,0.0,1.0,3.862068965517242,4.862068965517241,299.3793103448276,1.0,1.0,-2.5666936577730755,-0.694086817803458,0.0,0.0,1.0,0.0,25
11,AJ Fletcher,2023-02-18,1380.673403664121,216.40767245416146,0.06000012357565011,170.0,Switch,1997-02-18,32.4,51.351851851851855,34.25925925925926,0.9259259259259259,0.9259259259259259,56.75925925925926,114.61111111111111,88.70370370370371,151.7962962962963,1.925925925925926,4.777777777777779,44.42592592592593,98.8888888888889,5.166666666666667,8.018518518518519,7.166666666666667,7.703703703703704,51.44444444444444,105.90740740740742,2.7777777777777777,4.703703703703704,2.537037037037037,4.0,177.44444444444446,1.0,2.0,-2.5666936577730755,-0.694086817803458,0.0,0.0,1.0,0.0,25
12,AJ Fletcher,2023-09-23,1475.7728950630167,200.71297272574586,0.06000012357565011,170.0,Switch,1997-02-18,39.016666666666666,49.59632635625801,28.449380606578387,0.9384878257155063,0.9384878257155063,48.320803075608715,98.05766766339171,77.56129859034601,131.9893208030756,1.599316531396839,3.967535241349851,37.90944041008117,84.32336608287058,4.290474156343444,6.828278513455789,6.120888509184109,6.906023067065356,42.88979068774028,89.13413071337035,2.476292182827851,4.075608714224691,2.954720205040581,4.847928235796668,181.43912857753097,2.0,2.0,-2.5666936577730755,-0.694086817803458,0.0,0.0,1.0,0.0,26
13,Aalon Cruz,2019-07-30,1500.0,350.0,0.06,145.0,Switch,1989-09-20,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.252047403981897,1.7300222502563656,0.0,0.0,1.0,0.0,29
14,Aalon Cruz,2020-02-29,1662.3108949760367,290.3189646746798,0.059999999975475136,145.0,Switch,1989-09-20,14.6,40.0,0.0,0.0,0.0,132.0,328.0,132.0,328.0,0.0,4.0,81.0,255.0,36.0,56.0,15.0,17.0,130.0,323.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3.252047403981897,1.7300222502563656,0.0,0.0,1.0,0.0,30
15,Aalon Cruz,2021-03-06,1497.4508529459429,256.34517489026445,0.060000036336865674,145.0,Switch,1989-09-20,16.016666666666666,37.87721123829344,0.0,0.0,0.0,120.50156087408949,300.04994797086374,120.50156087408949,300.04994797086374,0.0,3.7346514047866806,74.01248699271592,232.79916753381895,32.81581685744017,51.4006243496358,13.673257023933404,15.850156087408948,118.67845993756504,295.49219562955255,0.9115504682622269,2.7346514047866806,0.9115504682622269,1.8231009365244537,0.44224765868886584,1.0,1.0,3.252047403981897,1.7300222502563656,0.0,0.0,1.0,0.0,31
16,Aaron Brink,2000-11-17,1500.0,350.0,0.06,205.0,Orthodox,1974-11-12,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,0.7438353244141508,1.0,0.0,0.0,0.0,26
17,Aaron Jeffery,2019-07-16,1500.0,350.0,0.06,185.0,Orthodox,1992-11-14,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-0.8361631998072288,0.7717601503554268,1.0,0.0,0.0,0.0,26
18,Aaron Jeffery,2021-09-28,1337.6891050239633,290.3189646746798,0.059999999975475136,185.0,Orthodox,1992-11-14,3.3833333333333333,84.0,0.0,0.0,0.0,21.0,25.0,40.0,46.0,0.0,2.0,10.0,12.0,6.0,7.0,5.0,6.0,6.0,7.0,15.0,18.0,0.0,0.0,0.0,0.0,1.0,-0.8361631998072288,0.7717601503554268,1.0,0.0,0.0,0.0,28
19,Aaron Phillips,2014-05-24,1500.0,350.0,0.06,135.0,Southpaw,1989-08-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.1068016728050205,1.0963761540902632,0.0,1.0,0.0,0.0,24
20,Aaron Phillips,2014-08-23,1283.9049208285157,265.6852189879108,0.060000055080372684,135.0,Southpaw,1989-08-05,15.0,45.0,0.0,1.0,1.0,18.0,40.0,109.0,137.0,0.0,0.0,5.0,23.0,12.0,14.0,1.0,3.0,9.0,26.0,3.0,6.0,6.0,8.0,68.0,0.0,1.0,1.1068016728050205,1.0963761540902632,0.0,1.0,0.0,0.0,25
21,Aaron Phillips,2020-07-15,1174.8971298658473,231.06530768764478,0.060000055080372684,135.0,Southpaw,1989-08-05,30.0,57.5,0.0,0.5,0.5,28.0,47.0,169.5,208.0,0.0,0.5,14.0,31.0,12.0,13.0,2.0,3.0,11.5,25.5,10.0,12.0,6.5,9.5,34.0,0.0,2.0,1.1068016728050205,1.0963761540902632,0.0,1.0,0.0,0.0,30
22,Aaron Phillips,2023-04-15,1149.645987076161,219.99752903884237,0.060000055080372684,135.0,Southpaw,1989-08-05,37.483333333333334,54.00622498888394,0.0,0.40017785682525564,0.40017785682525564,23.60782570031125,40.61138283681636,137.05780346820808,169.66829702089817,0.0,0.40017785682525564,11.404624277456648,26.60782570031125,10.60248999555358,11.602489995553578,1.6007114273010226,2.401067140951534,10.202312138728324,23.204090706980878,8.203201422854603,9.803912850155625,5.202312138728324,7.603379279679857,28.21031569586483,0.0,3.0,1.1068016728050205,1.0963761540902632,0.0,1.0,0.0,0.0,33
23,Aaron Pico,2025-08-16,1500.0,350.0,0.06,145.0,Orthodox,1996-09-23,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,-0.2616089532583472,-0.3390086531107553,1.0,0.0,0.0,0.0,28
24,Aaron Pico,2026-04-11,1474.6130636743987,326.8831214551764,0.06,145.0,Orthodox,1996-09-23,3.35,44.0,66.0,0.0,0.0,13.000000000000002,29.0,13.000000000000002,30.0,2.0,3.0,7.0,23.0,5.0,5.0,1.0,1.0,7.0,21.000000000000004,3.0,5.0,3.0,3.0,121.0,0.0,1.0,-0.2616089532583472,-0.3390086531107553,1.0,0.0,0.0,0.0,29
25,Aaron Riley,2002-05-10,1500.0,350.0,0.06,155.0,Southpaw,1980-12-09,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,21
26,Aaron Riley,2005-05-22,1337.6891050239633,290.3189646746798,0.059999999975475136,155.0,Southpaw,1980-12-09,15.0,42.0,0.0,1.0,0.0,55.0,130.0,93.0,170.0,0.0,3.0,18.0,83.0,18.0,20.0,19.0,27.0,31.0,83.0,24.0,47.0,0.0,0.0,86.0,0.0,1.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,24
27,Aaron Riley,2006-01-16,1502.5491470540571,256.34517489026445,0.060000036336865674,155.0,Southpaw,1980-12-09,21.0,39.142857142857146,0.0,0.7142857142857143,0.0,49.57142857142857,124.28571428571429,83.85714285714286,160.85714285714286,0.0,2.142857142857143,22.285714285714285,89.28571428571429,13.714285714285714,15.428571428571429,13.571428571428571,19.571428571428573,30.714285714285715,86.71428571428571,18.285714285714285,35.857142857142854,0.5714285714285714,1.7142857142857142,61.42857142857143,1.0,1.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,25
28,Aaron Riley,2008-11-15,1428.2161429179555,228.23326655227993,0.060000003999107446,155.0,Southpaw,1980-12-09,26.0,39.11538461538461,9.615384615384615,0.5769230769230769,0.0,41.76923076923077,104.8076923076923,71.0,136.07692307692307,0.38461538461538464,2.5,18.384615384615383,75.0,11.846153846153847,13.423076923076923,11.538461538461538,16.384615384615383,25.0,72.53846153846153,16.115384615384617,30.692307692307693,0.6538461538461539,1.5769230769230769,66.73076923076923,1.0,2.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,27
29,Aaron Riley,2009-03-07,1536.6436890229884,198.33738323032026,0.060000003999107446,155.0,Southpaw,1980-12-09,41.0,40.90243902439025,42.68292682926829,0.36585365853658536,0.0,62.34146341463415,147.6829268292683,93.6829268292683,181.78048780487805,0.6097560975609756,1.951219512195122,34.707317073170735,110.48780487804878,15.195121951219512,18.390243902439025,12.439024390243903,18.804878048780488,41.09756097560975,112.21951219512195,17.902439024390244,30.073170731707318,3.341463414634146,5.390243902439025,96.82926829268293,2.0,2.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,28
30,Aaron Riley,2009-08-08,1483.5909159742594,184.0253567691362,0.060000003999107446,155.0,Southpaw,1980-12-09,41.733333333333334,40.956869009584665,41.93290734824281,0.35942492012779553,0.0,61.31629392971246,145.24600638977637,92.1070287539936,178.7444089456869,0.5990415335463258,1.9169329073482428,34.09744408945687,108.63418530351439,14.945686900958467,18.084664536741215,12.273162939297125,18.527156549520768,40.445686900958464,110.40575079872205,17.587859424920126,29.54472843450479,3.2827476038338657,5.295527156549521,95.1629392971246,2.0,3.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,28
31,Aaron Riley,2009-11-14,1591.8068277324437,174.042270684907,0.060000154390232804,155.0,Southpaw,1980-12-09,56.733333333333334,40.703877790834305,41.42185663924794,0.26439482961222094,0.0,58.32432432432432,139.09988249118683,108.47121034077556,193.88249118683902,0.9694477085781433,2.7320799059929493,32.485311398354874,105.29377203290247,15.753231492361927,19.119858989424205,10.08578143360752,14.686251468860165,33.98237367802585,100.78025851938897,19.283196239717977,30.98707403055229,5.058754406580493,7.332549941245594,192.94594594594597,3.0,3.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,28
32,Aaron Riley,2010-05-29,1543.436000570638,163.7857140182294,0.060000154390232804,155.0,Southpaw,1980-12-09,66.36666666666666,37.69864389753893,35.409342039176295,0.22601707684580616,0.0,52.03566047212457,129.5052737317931,95.48417880462081,176.91662481165247,0.8287292817679559,2.625816172777499,28.640883977900554,98.1386238071321,14.48267202410849,17.941235560020093,8.912104470115521,13.425414364640885,30.210949271722754,94.13510798593673,17.50025113008539,29.101958814666002,4.324460070316424,6.268206931190357,167.69713711702664,3.0,4.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,29
33,Aaron Riley,2011-09-24,1578.2577683981349,155.52973392615561,0.06000011923429647,155.0,Southpaw,1980-12-09,81.36666666666666,38.86030315444491,35.702580909463336,0.1843506759524785,0.0,50.92298238426875,124.80335927898405,100.74108971732898,178.22244981564933,1.2290045063498567,3.616550594018845,26.494879147890213,92.58254813600983,13.840639082343303,17.39901679639492,10.587464154035233,14.821794346579273,29.619008603031546,91.71364195002049,17.223678820155676,27.239655878738226,4.080294961081524,5.850061450225318,193.00901269971325,4.0,4.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,30
34,Aaron Riley,2013-07-27,1539.9246729772497,148.25472117492365,0.06000011923429647,155.0,Southpaw,1980-12-09,86.36666666666666,37.8842145889618,33.63566190659977,0.1736781165573138,0.0,48.61173292165188,120.41489772288693,95.5457352373601,170.74141258201468,1.1578541103820919,3.4071786954843692,25.134697028174454,89.24893863373215,13.270937861829411,16.79698957931301,10.206098031648013,14.368969509841762,28.541103820918565,89.24083365495949,16.226553454264764,25.662678502508687,3.844075646468545,5.511385565418758,181.83519876495563,4.0,5.0,-1.1228184098000429,-0.90602624415044,0.0,1.0,0.0,0.0,32
35,Aaron Rosa,2009-05-15,1500.0,350.0,0.06,205.0,Orthodox,1983-05-28,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.4800190633757678,1.259668405082563,1.0,0.0,0.0,0.0,25
36,Aaron Rosa,2009-11-20,1625.322172192031,268.42617580421273,0.05999995568291848,205.0,Orthodox,1983-05-28,4.483333333333333,68.0,50.0,1.0,0.0,17.0,25.0,35.0,45.0,1.0,2.0,10.0,16.0,5.0,6.0,2.0,3.0,1.0,6.0,12.0,14.0,4.0,5.0,0.0,1.0,0.0,0.4800190633757678,1.259668405082563,1.0,0.0,0.0,0.0,26
37,Aaron Rosa,2011-06-11,1552.148953186134,233.81206141253924,0.0599999133109612,205.0,Orthodox,1983-05-28,12.899999999999999,52.993540051679595,17.377260981912144,0.3475452196382429,0.0,17.652454780361758,34.786821705426355,50.65891472868218,69.79328165374677,0.3475452196382429,0.6950904392764858,6.085271317829458,22.524547803617573,8.262273901808786,8.609819121447028,3.3049095607235146,3.652454780361757,4.914728682170543,21.006459948320412,11.347545219638244,12.04263565891473,1.3901808785529717,1.7377260981912148,0.0,1.0,1.0,0.4800190633757678,1.259668405082563,1.0,0.0,0.0,0.0,28
38,Aaron Rosa,2011-11-12,1450.9562206203182,202.9997620599089,0.0599999133109612,205.0,Orthodox,1983-05-28,24.333333333333336,46.88835616438356,9.212328767123287,0.18424657534246575,0.0,43.658219178082184,102.5472602739726,90.2876712328767,158.22465753424655,0.18424657534246575,0.8383561643835615,29.538356164383558,86.17945205479451,10.488356164383559,12.082191780821917,3.6315068493150684,4.285616438356164,31.73698630136986,86.31438356164382,11.184246575342463,15.311643835616438,0.736986301369863,0.9212328767123287,3.7589041095890408,1.0,2.0,0.4800190633757678,1.259668405082563,1.0,0.0,0.0,0.0,28
39,Aaron Rosa,2012-03-02,1526.5371979186855,189.39403548277332,0.0599999133109612,205.0,Orthodox,1983-05-28,39.333333333333336,51.50720338983051,5.699152542372881,0.11398305084745762,0.0,49.50889830508474,101.19449152542371,153.4830508474576,216.48644067796607,0.11398305084745762,0.5186440677966101,27.807627118644067,77.33983050847458,17.5478813559322,19.296610169491526,4.153389830508474,4.5580508474576265,26.49830508474576,74.37245762711864,22.55466101694915,26.2521186440678,0.4559322033898305,0.5699152542372882,22.53728813559322,2.0,2.0,0.4800190633757678,1.259668405082563,1.0,0.0,0.0,0.0,28
40,Aaron Simpson,2008-11-05,1500.0,350.0,0.06,170.0,Orthodox,1974-07-20,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,34
41,Aaron Simpson,2009-04-01,1662.3108949760367,290.3189646746798,0.059999999975475136,170.0,Orthodox,1974-07-20,0.3,42.0,0.0,0.0,0.0,3.0,7.000000000000001,3.0,7.000000000000001,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,34
42,Aaron Simpson,2009-08-29,1746.9508084232089,248.5129507237985,0.05999996080820103,170.0,Orthodox,1974-07-20,1.9666666666666668,56.40677966101695,84.74576271186442,0.0,0.0,14.016949152542372,23.949152542372882,23.338983050847457,34.96610169491525,0.847457627118644,0.847457627118644,9.779661016949152,19.559322033898304,2.542372881355932,2.694915254237288,1.694915254237288,1.694915254237288,2.694915254237288,5.0,1.694915254237288,1.694915254237288,9.627118644067798,17.254237288135595,55.389830508474574,2.0,0.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,35
43,Aaron Simpson,2010-01-11,1819.1019001959735,213.6552412320444,0.05999991345936857,170.0,Orthodox,1974-07-20,7.25,51.73793103448276,95.86206896551724,0.0,0.0,22.020689655172415,42.93333333333334,34.751724137931035,57.581609195402294,2.4160919540229884,2.4160919540229884,17.95632183908046,38.09885057471265,2.147126436781609,2.9172413793103447,1.9172413793103449,1.9172413793103449,6.560919540229884,15.93103448275862,2.645977011494253,2.645977011494253,12.813793103448276,24.35632183908046,149.84137931034482,3.0,0.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,35
44,Aaron Simpson,2010-06-19,1899.9590962929994,192.18113291265365,0.05999991345936857,170.0,Orthodox,1974-07-20,22.25,39.10561797752809,53.48314606741573,0.0,0.0,31.44494382022472,86.79850187265917,61.21123595505618,119.2119850187266,2.135580524344569,4.832209737827715,20.68239700374532,69.71760299625468,8.789513108614232,14.433707865168538,1.9730337078651685,2.647191011235955,11.576029962546816,49.68539325842696,13.67116104868914,25.805992509363293,6.197752808988764,11.307116104868914,229.4988764044944,4.0,0.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,35
45,Aaron Simpson,2010-11-20,1776.248537254639,175.19853037900648,0.05999993944159491,170.0,Orthodox,1974-07-20,31.53333333333333,43.78488372093024,43.625792811839325,0.29439746300211417,0.0,34.846723044397464,84.20824524312897,59.67706131078224,111.78964059196618,2.0956659619450315,6.353594080338267,22.836680761099366,66.56236786469346,8.851479915433405,14.011627906976745,3.1585623678646932,3.634249471458774,13.761627906976745,49.778012684989434,15.534355179704018,24.68551797040169,5.5507399577167025,9.744714587737844,227.88002114164905,4.0,1.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,36
46,Aaron Simpson,2011-03-26,1707.4387081969066,159.88206859594985,0.05999993944159491,170.0,Orthodox,1974-07-20,46.53333333333333,41.27542979942694,44.06876790830946,0.19949856733524357,0.0,37.47492836676218,95.10100286532952,63.00465616045845,122.81733524355302,3.031876790830945,7.851361031518626,22.244627507163326,74.11747851002866,11.800501432664758,17.23137535816619,3.4297994269340975,3.7521489971346704,18.029011461318053,61.131805157593135,15.039756446991404,26.39863896848137,4.406160458452722,7.5705587392550155,217.28116045845272,4.0,2.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,36
47,Aaron Simpson,2011-07-02,1745.8922977137322,150.6112461773142,0.05999990209042905,170.0,Orthodox,1974-07-20,61.53333333333333,50.227789815817985,42.589382448537386,0.1508667388949079,0.0,42.72210184182015,90.20097508125677,77.38596966413868,131.39382448537378,4.730498374864572,12.275460455037921,19.747291440953415,62.87540628385699,9.898970747562297,14.005958829902491,13.075839653304444,13.319609967497293,14.365384615384617,49.15492957746479,20.149241603466955,28.73916576381365,8.20747562296858,12.306879739978331,349.33613217768146,5.0,2.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,36
48,Aaron Simpson,2011-10-08,1794.2331937507747,142.53728122245928,0.05999990209042905,170.0,Orthodox,1974-07-20,76.53333333333333,53.12304006968641,36.79006968641116,0.5132839721254355,0.0,42.77656794425087,85.45775261324042,87.10997386759583,136.21646341463415,4.1953397212543555,12.809451219512196,18.424869337979096,56.43205574912892,9.33079268292683,12.82883275261324,15.020905923344946,16.196864111498257,13.117813588850176,43.63675958188154,22.471907665505224,31.3381968641115,7.186846689895471,10.482796167247386,410.2240853658537,6.0,2.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,37
49,Aaron Simpson,2012-02-15,1816.7248798352298,136.37810185179268,0.05999985830950785,170.0,Orthodox,1974-07-20,91.53333333333333,51.136380189366356,30.761107064821562,0.42916970138383104,0.0,45.271303714493804,94.39584850691917,83.15895848506919,137.65586307356156,3.5078295702840494,10.710305899490168,22.124362709395488,65.04661325564457,10.587581937363439,15.806627822286963,12.559359067734887,13.542607428987617,18.01474872541879,54.67589220684633,20.919701383831026,30.135651857246902,6.336853605243991,9.584304442825928,348.0788419519301,7.0,2.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,37
50,Aaron Simpson,2012-07-11,1769.23244918029,131.48049689083516,0.05999986794118684,170.0,Orthodox,1974-07-20,106.53333333333333,53.08839173967459,26.429912390488113,0.3687421777221527,0.0,46.64111389236545,92.93210262828536,82.0101689612015,132.91708385481854,3.01392365456821,9.906289111389237,23.796464330413016,64.47684605757196,10.645650813516898,15.41145181476846,12.198998748435544,13.043804755944931,18.857478097622028,53.595118898623284,19.804599499374216,27.863735919899874,7.9790362953692116,11.473247809762203,319.9075406758448,7.0,3.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,37
51,Aaron Simpson,2012-10-05,1782.873959118543,128.82774298775792,0.05999983777204002,170.0,Orthodox,1974-07-20,121.53333333333333,54.92882611080636,28.351618211738895,0.32323093801426217,0.0,46.80883159626988,90.10175534832693,83.8602578167855,133.17416346681296,3.382473944048272,10.411546900713109,24.191854086670325,62.31980252331322,10.565962698848054,14.990400438837082,12.051014810751507,12.791552386176631,17.147147558968733,49.078442128359846,19.581870543060887,27.140016456390565,10.079813494240263,13.883296763576523,357.56294569391116,8.0,3.0,-0.22772169294528086,0.35559051748572723,1.0,0.0,0.0,0.0,38
52,Aaron Tau,2024-09-17,1500.0,350.0,0.06,125.0,Switch,1993-08-21,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,-0.39115250973494675,-1.1184733782593514,0.0,0.0,1.0,0.0,31
53,Aaron Tau,2025-05-22,1337.6891050239633,290.3189646746798,0.059999999975475136,125.0,Switch,1993-08-21,15.0,56.0,0.0,0.0,0.0,76.0,135.0,79.0,138.0,0.0,2.0,55.0,104.0,19.0,27.0,2.0,4.0,75.0,134.0,1.0,1.0,0.0,0.0,60.0,0.0,1.0,-0.39115250973494675,-1.1184733782593514,0.0,0.0,1.0,0.0,31
54,Aaron Tau,2025-08-22,1502.5491470540571,256.34517489026445,0.060000036336865674,125.0,Switch,1993-08-21,18.8,50.744680851063826,20.21276595744681,0.0,0.0,62.255319148936174,112.96808510638299,64.85106382978724,115.76595744680851,0.20212765957446807,1.7978723404255317,45.5,88.23404255319149,15.159574468085106,21.54255319148936,1.5957446808510638,3.1914893617021276,60.24468085106382,108.12765957446808,0.7978723404255319,0.7978723404255319,1.2127659574468084,4.042553191489362,60.202127659574465,1.0,1.0,-0.39115250973494675,-1.1184733782593514,0.0,0.0,1.0,0.0,32
55,Aaron Wetherspoon,2007-06-22,1500.0,350.0,0.06,170.0,,1979-01-11,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,0.0,0.0,0.0,1.0,28
56,Aaron Wilkinson,2010-12-04,1500.0,350.0,0.06,155.0,Orthodox,1987-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.18437733196059616,1.0,0.0,0.0,0.0,23
57,Abdellah Er-Ramy,2024-10-01,1500.0,350.0,0.06,185.0,Orthodox,1996-09-19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-0.4016588375170947,-0.30295455758937856,1.0,0.0,0.0,0.0,28
58,Abdul Rakhman Yakhyaev,2025-08-26,1500.0,350.0,0.06,205.0,Orthodox,2001-01-03,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.9015229045595479,0.22800224374573863,1.0,0.0,0.0,0.0,24
